Country,Indicator,Year,Value
HUNGARY,Average length of stay,2008,2.5
ICELAND,Number of establishments,2008,301.0
ICELAND,Number of rooms,2008,9074.0
ICELAND,Number of bed-places,2008,19255.0
ICELAND,Occupancy rate / rooms,2008,47.4
ICELAND,Occupancy rate / bed-places,2008,37.4
ICELAND,Average length of stay,2008,1.8
INDIA,Number of establishments,2008,1593.0
INDIA,Number of rooms,2008,95087.0
INDIA,Number of bed-places,2008,190174.0
INDIA,Occupancy rate / rooms,2008,55.3
INDONESIA,Number of establishments,2008,13751.0
INDONESIA,Number of rooms,2008,325218.0
INDONESIA,Number of bed-places,2008,523940.0
INDONESIA,Occupancy rate / rooms,2008,48.06
INDONESIA,Occupancy rate / bed-places,2008,57.23
INDONESIA,Average length of stay,2008,2.03
"IRAN, ISLAMIC REPUBLIC OF",Number of establishments,2008,2678.0
"IRAN, ISLAMIC REPUBLIC OF",Number of rooms,2008,68034.0
"IRAN, ISLAMIC REPUBLIC OF",Number of bed-places,2008,165256.0
IRAQ,Number of rooms,2008,786.0
IRELAND,Number of rooms,2008,72946.0
IRELAND,Number of bed-places,2008,168660.0
IRELAND,Occupancy rate / rooms,2008,58.0
IRELAND,Occupancy rate / bed-places,2008,43.0
ISRAEL,Number of establishments,2008,335.0
ISRAEL,Number of rooms,2008,50910.0
ISRAEL,Number of bed-places,2008,128350.0
ISRAEL,Occupancy rate / bed-places,2008,52.4
ISRAEL,Average length of stay,2008,2.68
ITALY,Number of establishments,2008,34155.0
ITALY,Number of rooms,2008,1079465.0
ITALY,Number of bed-places,2008,2201838.0
ITALY,Occupancy rate / bed-places,2008,40.2
ITALY,Average length of stay,2008,3.26
JAMAICA,Number of establishments,2008,953.0
JAMAICA,Number of rooms,2008,23804.0
JAMAICA,Number of bed-places,2008,48718.0
JAMAICA,Occupancy rate / rooms,2008,60.4
JAMAICA,Occupancy rate / bed-places,2008,58.5
JAMAICA,Average length of stay,2008,7.0
JAPAN,Number of establishments,2008,10002.0
JAPAN,Number of bed-places,2008,1877189.416899018
JAPAN,Occupancy rate / bed-places,2008,45.2
JAPAN,Average length of stay,2008,1.2734065390952238
JORDAN,Number of establishments,2008,468.0
JORDAN,Number of rooms,2008,21890.0
JORDAN,Number of bed-places,2008,42542.0
JORDAN,Occupancy rate / rooms,2008,53.5
JORDAN,Occupancy rate / bed-places,2008,42.8
JORDAN,Average length of stay,2008,2.2
KAZAKHSTAN,Number of establishments,2008,1149.0
KAZAKHSTAN,Number of rooms,2008,29504.0
KAZAKHSTAN,Number of bed-places,2008,64377.0
KAZAKHSTAN,Occupancy rate / bed-places,2008,23.5
KENYA,Number of rooms,2008,22323.0
KENYA,Number of bed-places,2008,38995.0
KENYA,Occupancy rate / rooms,2008,32.2
KENYA,Occupancy rate / bed-places,2008,26.0
KENYA,Average length of stay,2008,10.4
"KOREA, REPUBLIC OF",Number of establishments,2008,655.0
"KOREA, REPUBLIC OF",Number of rooms,2008,69640.0
"KOREA, REPUBLIC OF",Occupancy rate / rooms,2008,57.6
KUWAIT,Number of establishments,2008,84.0
KUWAIT,Number of rooms,2008,7405.0
KUWAIT,Number of bed-places,2008,13086.0
KYRGYZSTAN,Number of establishments,2008,152.0
KYRGYZSTAN,Number of rooms,2008,2481.0
KYRGYZSTAN,Number of bed-places,2008,4532.0
KYRGYZSTAN,Occupancy rate / bed-places,2008,16.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of establishments,2008,1385.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of rooms,2008,22173.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of bed-places,2008,31519.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Occupancy rate / bed-places,2008,57.0
LATVIA,Number of establishments,2008,387.0
LATVIA,Number of rooms,2008,11646.0
LATVIA,Number of bed-places,2008,23541.0
LATVIA,Occupancy rate / bed-places,2008,33.2
LATVIA,Average length of stay,2008,2.15
LEBANON,Number of establishments,2008,315.0
LEBANON,Number of rooms,2008,18362.0
LEBANON,Number of bed-places,2008,30062.0
LEBANON,Occupancy rate / rooms,2008,29.22
LEBANON,Occupancy rate / bed-places,2008,31.13
LEBANON,Average length of stay,2008,2.29
LESOTHO,Number of establishments,2008,108.0
LESOTHO,Number of rooms,2008,2254.0
LESOTHO,Number of bed-places,2008,4532.0
LESOTHO,Occupancy rate / bed-places,2008,18.2
LESOTHO,Average length of stay,2008,9.1
LIBYA,Number of establishments,2008,277.0
LIBYA,Number of rooms,2008,13916.0
LIBYA,Number of bed-places,2008,27334.0
LIECHTENSTEIN,Number of establishments,2008,42.0
LIECHTENSTEIN,Number of rooms,2008,624.0
LIECHTENSTEIN,Number of bed-places,2008,1195.0
LIECHTENSTEIN,Occupancy rate / bed-places,2008,30.9
LIECHTENSTEIN,Average length of stay,2008,2.2
LITHUANIA,Number of establishments,2008,365.0
LITHUANIA,Number of rooms,2008,11141.0
LITHUANIA,Number of bed-places,2008,22024.0
LITHUANIA,Occupancy rate / rooms,2008,44.9
LITHUANIA,Occupancy rate / bed-places,2008,34.4
LITHUANIA,Average length of stay,2008,1.87
LUXEMBOURG,Number of establishments,2008,264.0
LUXEMBOURG,Number of rooms,2008,7953.0
LUXEMBOURG,Number of bed-places,2008,14359.0
LUXEMBOURG,Occupancy rate / rooms,2008,30.6
LUXEMBOURG,Occupancy rate / bed-places,2008,29.1
LUXEMBOURG,Average length of stay,2008,1.98
"MACAO, CHINA",Number of establishments,2008,84.0
"MACAO, CHINA",Number of rooms,2008,17533.0
"MACAO, CHINA",Number of bed-places,2008,41253.0
"MACAO, CHINA",Occupancy rate / rooms,2008,74.27
"MACAO, CHINA",Occupancy rate / bed-places,2008,59.5
"MACAO, CHINA",Average length of stay,2008,1.44
MADAGASCAR,Number of establishments,2008,1292.0
MADAGASCAR,Number of rooms,2008,14443.0
MADAGASCAR,Number of bed-places,2008,23534.0
MADAGASCAR,Occupancy rate / rooms,2008,64.0
MADAGASCAR,Average length of stay,2008,4.0
MALAWI,Occupancy rate / bed-places,2008,58.0
MALAWI,Average length of stay,2008,8.4
MALAYSIA,Number of establishments,2008,2373.0
MALAYSIA,Number of rooms,2008,165739.0
MALAYSIA,Occupancy rate / rooms,2008,66.3
MALDIVES,Number of establishments,2008,274.0
MALDIVES,Number of rooms,2008,11732.0
MALDIVES,Number of bed-places,2008,23464.0
MALDIVES,Occupancy rate / bed-places,2008,77.83
MALDIVES,Average length of stay,2008,7.97
MALI,Number of establishments,2008,514.0
MALI,Number of rooms,2008,7896.0
MALI,Number of bed-places,2008,9768.0
MALI,Occupancy rate / rooms,2008,40.0
MALI,Occupancy rate / bed-places,2008,15.5
MALI,Average length of stay,2008,2.45
MALTA,Number of establishments,2008,192.0
MALTA,Number of rooms,2008,17765.0
MALTA,Number of bed-places,2008,39167.0
MALTA,Occupancy rate / bed-places,2008,54.65
MALTA,Average length of stay,2008,7.8
MARTINIQUE,Number of establishments,2008,151.0
MARTINIQUE,Number of rooms,2008,5722.0
MARTINIQUE,Number of bed-places,2008,10683.0
MARTINIQUE,Occupancy rate / rooms,2008,54.92
MARTINIQUE,Average length of stay,2008,8.07
MAURITIUS,Number of establishments,2008,102.0
MAURITIUS,Number of rooms,2008,11488.0
MAURITIUS,Number of bed-places,2008,23095.0
MAURITIUS,Occupancy rate / rooms,2008,68.0
MAURITIUS,Occupancy rate / bed-places,2008,61.0
MEXICO,Number of establishments,2008,15800.0
MEXICO,Number of rooms,2008,604051.0
MEXICO,Number of bed-places,2008,1208102.0
MEXICO,Occupancy rate / rooms,2008,53.96
MEXICO,Average length of stay,2008,3.58
"MOLDOVA, REPUBLIC OF",Number of establishments,2008,79.0
"MOLDOVA, REPUBLIC OF",Number of rooms,2008,2350.0
"MOLDOVA, REPUBLIC OF",Number of bed-places,2008,4415.0
"MOLDOVA, REPUBLIC OF",Occupancy rate / bed-places,2008,28.6
"MOLDOVA, REPUBLIC OF",Average length of stay,2008,2.9
MONACO,Number of establishments,2008,15.0
MONACO,Number of rooms,2008,2623.0
MONACO,Number of bed-places,2008,5940.0
MONACO,Occupancy rate / rooms,2008,61.09
MONACO,Average length of stay,2008,2.91
MONGOLIA,Number of establishments,2008,336.0
MONGOLIA,Number of rooms,2008,4608.0
MONTENEGRO,Number of establishments,2008,278.0
MONTENEGRO,Number of rooms,2008,18083.0
MONTENEGRO,Number of bed-places,2008,43198.0
MONTENEGRO,Occupancy rate / bed-places,2008,19.33
MOROCCO,Number of establishments,2008,1720.0
MOROCCO,Number of rooms,2008,73061.0
MOROCCO,Number of bed-places,2008,152936.0
MOROCCO,Occupancy rate / rooms,2008,45.0
MOROCCO,Occupancy rate / bed-places,2008,36.0
MOROCCO,Average length of stay,2008,7.2
MOZAMBIQUE,Number of establishments,2008,682.0
MOZAMBIQUE,Number of rooms,2008,13503.0
MOZAMBIQUE,Number of bed-places,2008,17505.0
MOZAMBIQUE,Occupancy rate / bed-places,2008,27.4
MOZAMBIQUE,Average length of stay,2008,1.8
MYANMAR,Number of establishments,2008,624.0
MYANMAR,Number of rooms,2008,20418.0
MYANMAR,Number of bed-places,2008,40836.0
MYANMAR,Occupancy rate / rooms,2008,30.0
MYANMAR,Average length of stay,2008,4.0
NAMIBIA,Number of establishments,2008,394.0
NAMIBIA,Number of rooms,2008,5704.0
NAMIBIA,Number of bed-places,2008,11557.0
NAMIBIA,Occupancy rate / bed-places,2008,32.0
NAMIBIA,Available capacity (bed-places per 1000 inhabitans),2008,5.655819616694284
NEPAL,Number of establishments,2008,669.0
NEPAL,Number of rooms,2008,13088.0
NEPAL,Number of bed-places,2008,26063.0
NETHERLANDS,Number of establishments,2008,3180.0
NETHERLANDS,Number of rooms,2008,98155.0
NETHERLANDS,Number of bed-places,2008,198647.0
NETHERLANDS,Occupancy rate / bed-places,2008,44.99
NETHERLANDS,Average length of stay,2008,1.76
NEW CALEDONIA,Number of establishments,2008,22.0
NEW CALEDONIA,Number of rooms,2008,1688.0
NEW CALEDONIA,Occupancy rate / rooms,2008,62.3
NEW CALEDONIA,Average length of stay,2008,2.9
NEW ZEALAND,Number of establishments,2008,2932.0
NEW ZEALAND,Number of rooms,2008,89318.0
NEW ZEALAND,Occupancy rate / rooms,2008,50.4
NEW ZEALAND,Average length of stay,2008,1.9
NICARAGUA,Number of establishments,2008,503.0
NICARAGUA,Number of rooms,2008,7408.0
NICARAGUA,Number of bed-places,2008,12494.0
NICARAGUA,Average length of stay,2008,2.5
NIGER,Number of establishments,2008,88.0
NIGER,Number of rooms,2008,1990.0
NIGER,Number of bed-places,2008,3299.0
NIGER,Occupancy rate / bed-places,2008,49.0
NIGER,Average length of stay,2008,8.0
NIGERIA,Number of establishments,2008,1497.0
NIGERIA,Number of bed-places,2008,43875.0
NIGERIA,Occupancy rate / bed-places,2008,87.3
NIUE,Number of establishments,2008,10.0
NIUE,Number of rooms,2008,55.0
NIUE,Number of bed-places,2008,97.0
NIUE,Average length of stay,2008,7.0
NORTH MACEDONIA,Number of establishments,2008,128.0
NORTH MACEDONIA,Number of rooms,2008,4970.0
NORTH MACEDONIA,Number of bed-places,2008,10909.0
NORTH MACEDONIA,Occupancy rate / bed-places,2008,18.9
NORTH MACEDONIA,Average length of stay,2008,3.7
NORTHERN MARIANA ISLANDS,Number of establishments,2008,37.0
NORTHERN MARIANA ISLANDS,Number of rooms,2008,3838.0
NORTHERN MARIANA ISLANDS,Occupancy rate / rooms,2008,61.89
NORWAY,Number of establishments,2008,1108.0
NORWAY,Number of rooms,2008,72406.0
NORWAY,Number of bed-places,2008,157266.0
NORWAY,Occupancy rate / bed-places,2008,37.8
NORWAY,Average length of stay,2008,1.65
OMAN,Number of establishments,2008,196.0
OMAN,Number of rooms,2008,9318.0
OMAN,Number of bed-places,2008,14826.0
OMAN,Occupancy rate / rooms,2008,58.41
PAKISTAN,Number of establishments,2008,1729.0
PAKISTAN,Number of rooms,2008,41171.0
PAKISTAN,Number of bed-places,2008,61757.0
PAKISTAN,Occupancy rate / bed-places,2008,51.0
PALAU,Number of rooms,2008,1386.0
PANAMA,Number of rooms,2008,16441.0
PANAMA,Number of bed-places,2008,32601.0
PANAMA,Occupancy rate / rooms,2008,67.26
PANAMA,Average length of stay,2008,2.79
PAPUA NEW GUINEA,Average length of stay,2008,18.0
PARAGUAY,Number of establishments,2008,216.0
PARAGUAY,Number of rooms,2008,6411.0
PARAGUAY,Number of bed-places,2008,13656.0
PARAGUAY,Occupancy rate / bed-places,2008,46.0
PARAGUAY,Average length of stay,2008,2.5
PERU,Number of establishments,2008,11381.0
PERU,Number of rooms,2008,176815.0
PERU,Number of bed-places,2008,310322.0
PERU,Occupancy rate / rooms,2008,27.64
PERU,Occupancy rate / bed-places,2008,30.21
PERU,Average length of stay,2008,1.38
PHILIPPINES,Number of establishments,2008,416.0
PHILIPPINES,Number of rooms,2008,30571.0
PHILIPPINES,Number of bed-places,2008,61142.0
PHILIPPINES,Occupancy rate / bed-places,2008,69.79
PHILIPPINES,Average length of stay,2008,2.42
POLAND,Number of establishments,2008,2642.0
POLAND,Number of rooms,2008,103705.0
POLAND,Number of bed-places,2008,210507.0
POLAND,Occupancy rate / rooms,2008,43.4
POLAND,Occupancy rate / bed-places,2008,37.6
POLAND,Average length of stay,2008,2.9
PORTUGAL,Number of establishments,2008,2041.0
PORTUGAL,Number of rooms,2008,121013.0
PORTUGAL,Number of bed-places,2008,273975.0
PORTUGAL,Occupancy rate / rooms,2008,57.1
PORTUGAL,Occupancy rate / bed-places,2008,47.3
PORTUGAL,Average length of stay,2008,2.9
PUERTO RICO,Number of establishments,2008,163.0
PUERTO RICO,Number of rooms,2008,13255.0
PUERTO RICO,Occupancy rate / rooms,2008,67.6
PUERTO RICO,Average length of stay,2008,2.62
QATAR,Number of establishments,2008,48.0
QATAR,Number of rooms,2008,6679.0
REUNION,Number of establishments,2008,50.0
REUNION,Number of rooms,2008,2143.0
REUNION,Number of bed-places,2008,4286.0
REUNION,Occupancy rate / rooms,2008,59.1
REUNION,Average length of stay,2008,6.5
ROMANIA,Number of establishments,2008,4362.0
ROMANIA,Number of rooms,2008,116903.0
ROMANIA,Number of bed-places,2008,237917.0
ROMANIA,Occupancy rate / bed-places,2008,35.9
ROMANIA,Average length of stay,2008,2.89
RUSSIAN FEDERATION,Number of establishments,2008,6774.0
RUSSIAN FEDERATION,Number of rooms,2008,247487.0
RUSSIAN FEDERATION,Number of bed-places,2008,498414.0
RUSSIAN FEDERATION,Occupancy rate / bed-places,2008,35.0
RWANDA,Number of establishments,2008,181.0
RWANDA,Number of rooms,2008,3310.0
RWANDA,Number of bed-places,2008,6200.0
SAINT LUCIA,Number of rooms,2008,5396.0
SAINT LUCIA,Occupancy rate / rooms,2008,61.6
SAINT LUCIA,Average length of stay,2008,9.1
SAINT VINCENT AND THE GRENADINES,Number of rooms,2008,1992.0
SAMOA,Number of rooms,2008,1352.0
SAMOA,Number of bed-places,2008,3065.0
SAN MARINO,Number of establishments,2008,28.0
SAN MARINO,Number of rooms,2008,746.0
SAN MARINO,Number of bed-places,2008,1674.0
SAN MARINO,Occupancy rate / bed-places,2008,54.0
SAN MARINO,Average length of stay,2008,1.66
SAUDI ARABIA,Number of establishments,2008,5446.0
SAUDI ARABIA,Number of rooms,2008,201631.0
SAUDI ARABIA,Number of bed-places,2008,564892.0
SAUDI ARABIA,Occupancy rate / rooms,2008,51.8
SAUDI ARABIA,Occupancy rate / bed-places,2008,50.2
SAUDI ARABIA,Average length of stay,2008,1.88
SENEGAL,Number of establishments,2008,815.0
SENEGAL,Number of rooms,2008,17000.0
SENEGAL,Number of bed-places,2008,35000.0
SERBIA,Number of establishments,2008,670.0
SERBIA,Number of rooms,2008,25142.0
SERBIA,Number of bed-places,2008,55087.0
SERBIA,Occupancy rate / bed-places,2008,21.94
SERBIA,Average length of stay,2008,2.67
SEYCHELLES,Number of rooms,2008,2361.0
SEYCHELLES,Number of bed-places,2008,4840.0
SEYCHELLES,Occupancy rate / rooms,2008,60.0
SEYCHELLES,Occupancy rate / bed-places,2008,57.0
SIERRA LEONE,Number of establishments,2008,107.0
SIERRA LEONE,Number of bed-places,2008,2950.0
SIERRA LEONE,Occupancy rate / bed-places,2008,35.0
SIERRA LEONE,Average length of stay,2008,7.0
SINGAPORE,Number of establishments,2008,243.0
SINGAPORE,Number of rooms,2008,39376.0
SINGAPORE,Occupancy rate / rooms,2008,80.55
SINGAPORE,Average length of stay,2008,3.96
SINT MAARTEN (DUTCH PART),Number of rooms,2008,3510.0
SINT MAARTEN (DUTCH PART),Occupancy rate / bed-places,2008,58.3
SLOVAKIA,Number of establishments,2008,1744.0
SLOVAKIA,Number of rooms,2008,42537.0
SLOVAKIA,Number of bed-places,2008,109096.0
SLOVAKIA,Occupancy rate / bed-places,2008,31.9
SLOVAKIA,Average length of stay,2008,2.6
SLOVENIA,Number of establishments,2008,652.0
SLOVENIA,Number of rooms,2008,21720.0
SLOVENIA,Number of bed-places,2008,48282.0
SLOVENIA,Occupancy rate / bed-places,2008,44.7
SLOVENIA,Average length of stay,2008,2.86
SOLOMON ISLANDS,Number of rooms,2008,1324.0
SOLOMON ISLANDS,Number of bed-places,2008,2544.0
SOLOMON ISLANDS,Average length of stay,2008,14.0
SOUTH AFRICA,Number of establishments,2008,2584.0
SOUTH AFRICA,Number of rooms,2008,67200.0
SOUTH AFRICA,Occupancy rate / rooms,2008,50.4
SOUTH AFRICA,Average length of stay,2008,8.2
SPAIN,Number of establishments,2008,17988.0
SPAIN,Number of rooms,2008,838522.0
SPAIN,Number of bed-places,2008,1682559.0
SPAIN,Occupancy rate / rooms,2008,57.37
SPAIN,Occupancy rate / bed-places,2008,53.5
SPAIN,Average length of stay,2008,3.24
SRI LANKA,Number of establishments,2008,834.0
SRI LANKA,Number of rooms,2008,20112.0
SRI LANKA,Number of bed-places,2008,38411.0
SRI LANKA,Occupancy rate / rooms,2008,43.9
STATE OF PALESTINE,Number of establishments,2008,87.0
STATE OF PALESTINE,Number of rooms,2008,4270.0
STATE OF PALESTINE,Number of bed-places,2008,8985.0
STATE OF PALESTINE,Occupancy rate / bed-places,2008,35.9
STATE OF PALESTINE,Average length of stay,2008,2.5
SUDAN,Number of rooms,2008,4450.0
SUDAN,Number of bed-places,2008,11225.0
SUDAN,Average length of stay,2008,8.0
SWEDEN,Number of establishments,2008,1940.0
SWEDEN,Number of rooms,2008,106581.0
SWEDEN,Number of bed-places,2008,218164.0
SWEDEN,Occupancy rate / bed-places,2008,36.0
SWEDEN,Average length of stay,2008,1.6673326029516016
SWITZERLAND,Number of establishments,2008,5582.0
SWITZERLAND,Number of rooms,2008,141680.0
SWITZERLAND,Number of bed-places,2008,270487.0
SWITZERLAND,Occupancy rate / rooms,2008,54.38
SWITZERLAND,Occupancy rate / bed-places,2008,44.55
SWITZERLAND,Average length of stay,2008,2.33
SYRIAN ARAB REPUBLIC,Number of establishments,2008,651.0
SYRIAN ARAB REPUBLIC,Number of rooms,2008,21735.0
SYRIAN ARAB REPUBLIC,Number of bed-places,2008,48585.0
SYRIAN ARAB REPUBLIC,Occupancy rate / rooms,2008,66.0
TAIWAN PROVINCE OF CHINA,Number of establishments,2008,2765.0
TAIWAN PROVINCE OF CHINA,Number of rooms,2008,126950.0
TAIWAN PROVINCE OF CHINA,Occupancy rate / rooms,2008,64.7
THAILAND,Number of rooms,2008,361193.0
THAILAND,Occupancy rate / rooms,2008,50.23
TIMOR-LESTE,Number of establishments,2008,16.0
TIMOR-LESTE,Number of rooms,2008,646.0
TIMOR-LESTE,Number of bed-places,2008,796.0
TOGO,Number of establishments,2008,336.0
TOGO,Number of rooms,2008,5557.0
TOGO,Number of bed-places,2008,8155.0
TOGO,Occupancy rate / rooms,2008,10.18
TOGO,Average length of stay,2008,2.72
TRINIDAD AND TOBAGO,Number of rooms,2008,6048.0
TRINIDAD AND TOBAGO,Occupancy rate / rooms,2008,49.0
TUNISIA,Number of establishments,2008,836.0
TUNISIA,Number of rooms,2008,119248.0
TUNISIA,Number of bed-places,2008,238495.0
TUNISIA,Occupancy rate / bed-places,2008,52.7
TUNISIA,Average length of stay,2008,6.3
TÜRKIYE,Number of establishments,2008,2547.0
TÜRKIYE,Number of rooms,2008,266881.0
TÜRKIYE,Number of bed-places,2008,563252.0
TÜRKIYE,Occupancy rate / bed-places,2008,51.51
TÜRKIYE,Average length of stay,2008,3.12
UKRAINE,Number of establishments,2008,1595.0
UKRAINE,Number of rooms,2008,71352.0
UKRAINE,Number of bed-places,2008,161435.0
UKRAINE,Average length of stay,2008,3.07
UNITED ARAB EMIRATES,Number of establishments,2008,607.0
UNITED ARAB EMIRATES,Number of rooms,2008,57571.0
UNITED KINGDOM,Number of establishments,2008,39024.0
UNITED KINGDOM,Number of rooms,2008,615986.0
UNITED KINGDOM,Number of bed-places,2008,1238660.0
UNITED KINGDOM,Occupancy rate / rooms,2008,60.0
UNITED KINGDOM,Occupancy rate / bed-places,2008,44.0
UNITED KINGDOM,Average length of stay,2008,2.28
UNITED STATES OF AMERICA,Number of establishments,2008,49009.0
UNITED STATES OF AMERICA,Number of rooms,2008,4626348.0
UNITED STATES OF AMERICA,Occupancy rate / bed-places,2008,60.3
UNITED STATES VIRGIN ISLANDS,Number of establishments,2008,47.0
UNITED STATES VIRGIN ISLANDS,Number of rooms,2008,4857.0
UNITED STATES VIRGIN ISLANDS,Occupancy rate / rooms,2008,60.0
UNITED STATES VIRGIN ISLANDS,Average length of stay,2008,4.3
URUGUAY,Number of establishments,2008,917.0
URUGUAY,Number of rooms,2008,18521.0
URUGUAY,Number of bed-places,2008,45285.0
URUGUAY,Average length of stay,2008,5.54
UZBEKISTAN,Number of rooms,2008,13970.0
UZBEKISTAN,Number of bed-places,2008,25440.0
UZBEKISTAN,Occupancy rate / bed-places,2008,45.0
UZBEKISTAN,Average length of stay,2008,2.3
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of establishments,2008,2741.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of rooms,2008,86525.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Number of bed-places,2008,202718.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Occupancy rate / bed-places,2008,75.95
"VENEZUELA, BOLIVARIAN REPUBLIC OF",Average length of stay,2008,20.39
